126
34
33
72
30
44
29
53
29
32
30
171
32
29
33
29
43
30
29
46
29
29
174
30
29
43
29
29
29
36
29
44
175
29
29
31
30
29
33
29
30
30
29
156
43
29
29
30
38
29
